数据来源,药材名,文献,中文名,英文名,分子式,化合物类型,加合物（正）,加合物（负）,准分子离子(正离子模式),碎片离子(正离子模式),准分子离子(负离子模式),碎片离子(负离子模式)
TCM-SM-MS DB,黄芩,080酒炙黄芩干预LPS致急性肺...肠道菌群与相关代谢组学研究_孙豪杰,黄芩苷,Baicalin,C21H18O11,黄酮苷,[M+H]+,[M-H]-,447.1158,271.2139,445.0981,269.0624
TCM-SM-MS DB,黄芩,080酒炙黄芩干预LPS致急性肺...肠道菌群与相关代谢组学研究_孙豪杰,汉黄芩苷,Wogonoside,C22H20O11,黄酮苷,[M+H]+,[M-H]-,459.1136,283.0782,459.1145,269.0624
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,黄芩素,Baicalein,C15H10O5,黄酮苷元,[M+H]+,[M-H]-,271.2139,175.0902,269.0624,125.0236
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,汉黄芩素,Wogonin,C16H12O5,黄酮苷元,[M+H]+,[M-H]-,283.0782,175.0902,283.0782,125.0236
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,"(2R,3R)-3,5,7,2',6'-五羟基黄烷酮","(2R,3R)-3,5,7,2',6'-Pentahydroxyflavanone",C15H12O7,黄烷酮,[M+H]+,[M-H]-,303.0344,153.0182,301.0288,125.0236
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,白杨素-6-C-阿拉伯糖-8-C-葡萄糖苷,Chrysin-6-C-ara-8-C-glu,C26H28O13,黄酮碳苷,[M+H]+,[M-H]-,547.1194,329.0876,545.1087,283.0782
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,白杨素-6-C-葡萄糖-8-C-阿拉伯糖苷,Chrysin-6-C-glu-8-C-ara,C26H28O13,黄酮碳苷,[M+H]+,[M-H]-,547.12,329.0876,545.1087,283.0782
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,二氢黄芩苷,Dihydrobaicalin,C21H20O11,黄酮苷,[M+H]+,[M-H]-,447.1158,271.2139,445.0981,269.0624
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,千层纸素A-7-O-β-D-葡萄糖醛酸苷,Oroxylin A-7-O-β-D-glucuronide,C22H20O11,黄酮苷,[M+H]+,[M-H]-,459.1145,283.0782,457.1029,269.0624
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,甘氨酸黄芩苷,Glychionide A,C21H18O11,黄酮苷,[M+H]+,[M-H]-,445.0991,269.0624,443.0875,125.0236
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,黄芩黄酮II,Scullcapflavone II,C19H18O8,黄酮苷,[M+H]+,[M-H]-,373.1127,175.0902,371.1011,125.0236
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,白杨素,Chrysin,C15H10O4,黄酮苷元,[M+H]+,[M-H]-,255.0652,153.0182,253.0501,143.0476
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,去甲汉黄芩素,Norwogonin,C15H10O5,黄酮苷元,[M+H]+,[M-H]-,271.0606,153.0182,269.0455,125.0236
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,"5,7,2′-三羟基-6-甲氧基黄酮","5,7,2′-trihydroxy-6-methoxyflavone",C16H12O6,黄酮苷元,[M+H]+,[M-H]-,301.0712,167.0344,299.0561,151.0398
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,"5,7,2′,6′-四羟基黄酮","5,7,2′,6′-tetrahydroxyflavone",C15H10O6,黄酮苷元,[M+H]+,[M-H]-,287.0556,153.0182,285.0405,125.0236
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,7-甲氧基黄芩素,7-methoxybaicalein,C16H12O5,黄酮苷元,[M+H]+,[M-H]-,285.0763,270.0528,283.0612,268.0377
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,"5,6,7-三羟基-8-甲氧基黄酮","5,6,7-trihydroxy-8-methoxyflavone",C16H12O6,黄酮苷元,[M+H]+,[M-H]-,301.0712,286.0478,299.0561,284.032
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,"5,6-二羟基-7,8-二甲氧基黄酮","5,6-dihydroxy-7,8-dimethoxyflavone",C17H14O6,黄酮苷元,[M+H]+,[M-H]-,315.0869,300.0631,313.0718,298.0475
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,"5,2′-二羟基-6,7,8-三甲氧基黄酮","5,2′-dihydroxy-6,7,8-trimethoxyflavone",C18H16O7,黄酮苷元,[M+H]+,[M-H]-,345.0974,330.0738,343.0823,328.0587
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,黄芩黄酮I,Scutellarein,C15H10O6,黄酮苷元,[M+H]+,[M-H]-,287.0556,153.0182,285.0405,125.0236
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,粘毛黄芩素III,Visidulin III,C18H16O7,黄酮苷元,[M+H]+,[M-H]-,345.0974,330.0738,343.0823,328.0587
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,二氢汉黄芩素,Dihydrowogonin,C16H14O5,黄烷酮,[M+H]+,[M-H]-,287.0919,167.0344,285.0768,125.0236
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,二氢千层纸素A,Dihydrooroxylin A,C16H14O5,黄烷酮,[M+H]+,[M-H]-,287.0919,167.0344,285.0768,125.0236
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,"5,7,2′,5′-四羟基黄烷酮","5,7,2′,5′-tetrahydroxyflavanone",C15H12O6,黄烷酮,[M+H]+,[M-H]-,289.0712,153.0182,287.0561,125.0236
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,"5,7,2′-三羟基-6-甲氧基黄烷酮","5,7,2′-trihydroxy-6-methoxyflavanone",C16H14O6,黄烷酮,[M+H]+,[M-H]-,303.0869,167.0344,301.0718,151.0398
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,"5,2′,6′-三羟基-7,8-二甲氧基黄烷酮","5,2′,6′-trihydroxy-7,8-dimethoxyflavanone",C17H16O7,黄烷酮,[M+H]+,[M-H]-,333.0974,167.0344,331.0823,151.0398
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,(-)-表儿茶素,(-)-Epicatechin,C15H14O6,黄烷-3-醇,[M+H]+,[M-H]-,291.0869,153.0182,289.0718,125.0236
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,(+)-儿茶素,(+)-Catechin,C15H14O6,黄烷-3-醇,[M+H]+,[M-H]-,291.0869,153.0182,289.0718,125.0236
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,黄芩新素II,Skullcapflavone II,C19H18O8,黄酮苷,[M+H]+,[M-H]-,375.1282,167.0344,373.1131,151.0398
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,"5,7,2′,6′-四羟基-6-甲氧基黄酮-7-O-β-D-葡萄糖醛酸苷","5,7,2′,6′-tetrahydroxy-6-methoxyflavone-7-O-β-D-glucuronide",C22H20O13,黄酮苷,[M+H]+,[M-H]-,493.1093,317.0661,491.0942,315.051
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,"5,7,2′-三羟基-6,8-二甲氧基黄酮-7-O-β-D-葡萄糖醛酸苷","5,7,2′-trihydroxy-6,8-dimethoxyflavone-7-O-β-D-glucuronide",C23H22O14,黄酮苷,[M+H]+,[M-H]-,523.1199,347.0774,521.1048,345.0623
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,"5,2′-二羟基-6,7,8-三甲氧基黄酮-7-O-β-D-葡萄糖醛酸苷","5,2′-dihydroxy-6,7,8-trimethoxyflavone-7-O-β-D-glucuronide",C24H24O15,黄酮苷,[M+H]+,[M-H]-,553.1305,377.0877,551.1154,375.0726
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,黄芩素-6-C-β-D-葡萄糖苷,Baicalein-6-C-β-D-glucoside,C21H20O10,黄酮碳苷,[M+H]+,[M-H]-,433.114,283.0614,431.0989,269.0455
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,汉黄芩素-8-C-β-D-葡萄糖苷,Wogonin-8-C-β-D-glucoside,C22H22O10,黄酮碳苷,[M+H]+,[M-H]-,447.1297,297.0771,445.1146,283.0612
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,千层纸素A-8-C-β-D-葡萄糖苷,Oroxylin A-8-C-β-D-glucoside,C22H22O10,黄酮碳苷,[M+H]+,[M-H]-,447.1297,297.0771,445.1146,283.0612
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,"5,7,2′,6′-四羟基黄酮-6-C-β-D-葡萄糖苷","5,7,2′,6′-tetrahydroxyflavone-6-C-β-D-glucoside",C21H20O11,黄酮碳苷,[M+H]+,[M-H]-,449.1089,287.0556,447.0938,285.0405
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,"5,7,2′-三羟基-6-甲氧基黄酮-8-C-β-D-葡萄糖苷","5,7,2′-trihydroxy-6-methoxyflavone-8-C-β-D-glucoside",C22H22O11,黄酮碳苷,[M+H]+,[M-H]-,463.1246,301.0712,461.1095,299.0561
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,",2′-二羟基-6,7,8-三甲氧基黄酮-6-C-β-D-葡萄糖苷","5,2′-dihydroxy-6,7,8-trimethoxyflavone-6-C-β-D-glucoside",C24H26O12,黄酮碳苷,[M+H]+,[M-H]-,507.1507,345.0974,505.1356,343.0823
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,黄芩素-7-O-β-D-龙胆二糖苷,Baicalein-7-O-β-D-gentiobioside,C27H30O15,黄酮苷,[M+H]+,[M-H]-,595.1666,283.0614,593.1515,269.0455
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,汉黄芩素-7-O-β-D-龙胆二糖苷,Wogonin-7-O-β-D-gentiobioside,C28H32O15,黄酮苷,[M+H]+,[M-H]-,609.1823,297.0771,607.1672,283.0612
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,千层纸素A-7-O-β-D-龙胆二糖苷,Oroxylin A-7-O-β-D-gentiobioside,C28H32O15,黄酮苷,[M+H]+,[M-H]-,609.1823,297.0771,607.1672,283.0612
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,"5,7,2′,6′-四羟基黄酮-7-O-β-D-龙胆二糖苷","5,7,2′,6′-tetrahydroxyflavone-7-O-β-D-gentiobioside",C27H30O16,黄酮苷,[M+H]+,[M-H]-,611.1615,287.0556,609.1464,285.0405
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,"5,7,2′-三羟基-6-甲氧基黄酮-7-O-β-D-龙胆二糖苷","5,7,2′-trihydroxy-6-methoxyflavone-7-O-β-D-gentiobioside",C28H32O16,黄酮苷,[M+H]+,[M-H]-,625.1772,301.0712,623.1621,299.0561
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,",2′-二羟基-6,7,8-三甲氧基黄酮-7-O-β-D-龙胆二糖苷","5,2′-dihydroxy-6,7,8-trimethoxyflavone-7-O-β-D-gentiobioside",C30H36O17,黄酮苷,[M+H]+,[M-H]-,669.2033,345.0974,667.1882,343.0823
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,黄芩素-7-O-β-D-乳糖苷,Baicalein-7-O-β-D-lactoside,C27H30O15,黄酮苷,[M+H]+,[M-H]-,595.1666,283.0614,593.1515,269.0455
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,汉黄芩素-7-O-β-D-乳糖苷,Wogonin-7-O-β-D-lactoside,C28H32O15,黄酮苷,[M+H]+,[M-H]-,609.1823,297.0771,607.1672,283.0612
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,千层纸素A-7-O-β-D-乳糖苷,Oroxylin A-7-O-β-D-lactoside,C28H32O15,黄酮苷,[M+H]+,[M-H]-,609.1823,297.0771,607.1672,283.0612
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,"5,7,2′,6′-四羟基黄酮-7-O-β-D-乳糖苷","5,7,2′,6′-tetrahydroxyflavone-7-O-β-D-lactoside",C27H30O16,黄酮苷,[M+H]+,[M-H]-,611.1615,287.0556,609.1464,285.0405
TCM-SM-MS DB,黄芩,081枯芩与条芩化学成分差异及抗炎、抗肿瘤谱效关系研究_贾传青,"5,7,2′-三羟基-6-甲氧基黄酮-7-O-β-D-乳糖苷","5,7,2′-trihydroxy-6-methoxyflavone-7-O-β-D-lactoside",C28H32O16,黄酮苷,[M+H]+,[M-H]-,625.1772,301.0712,623.1621,299.0561
TCM-SM-MS DB,黄芩,082芩百清肺浓缩丸及其活性成分...子TRPA1等表达影响研究_梁爽,黄芩苷,Baicalin,C21H18O11,黄酮苷类,[M+H]+,[M-H]-,447.0928,271.0606,445.0776,269.0457
TCM-SM-MS DB,黄芩,082芩百清肺浓缩丸及其活性成分...子TRPA1等表达影响研究_梁爽,黄芩素,Baicalein,C15H10O5,黄酮苷元类,[M+H]+,[M-H]-,271.0603,253.0495、225.0532、197.0578、169.0123、141.0698,269.0457,225.0532、197.0578、151.0034
TCM-SM-MS DB,黄芩,082芩百清肺浓缩丸及其活性成分...子TRPA1等表达影响研究_梁爽,汉黄芩苷,Wogonoside,C22H20O11,黄酮苷类,[M+H]+,[M-H]-,461.1081,285.0761、270.0535,459.0925,283.0609、268.0383
TCM-SM-MS DB,黄芩,082芩百清肺浓缩丸及其活性成分...子TRPA1等表达影响研究_梁爽,汉黄芩素,Wogonin,C16H12O5,黄酮苷元类,[M+H]+,[M-H]-,285.0755,270.0525、252.0418、179.0492,283.0609,178.0337
TCM-SM-MS DB,黄芩,083芩百清肺浓缩丸有效成分黄芩...p2、Mmp2表达影响研究_徐明杭,7-甲氧基黄芩素,7-Methoxybaicalein,C16H12O5,黄酮苷元类,[M+H]+,[M-H]-,285.0755,270.0525、252.0418,283.0609,178.0337
TCM-SM-MS DB,黄芩,083芩百清肺浓缩丸有效成分黄芩...p2、Mmp2表达影响研究_徐明杭,8-甲氧基-5-O-葡萄糖苷黄酮,8-Methoxy-5-O-glucosylflavone,C22H22O11,黄酮苷类,[M+H]+,[M-H]-,463.1236,301.0709、271.0603,461.108,299.0553
TCM-SM-MS DB,黄芩,083芩百清肺浓缩丸有效成分黄芩...p2、Mmp2表达影响研究_徐明杭,木蝴蝶素A,Oroxyloside A,C22H22O11,黄酮苷类,[M+H]+,[M-H]-,463.1236,301.0709、271.0603,461.108,299.0553
TCM-SM-MS DB,黄芩,083芩百清肺浓缩丸有效成分黄芩...p2、Mmp2表达影响研究_徐明杭,木蝴蝶素A7-O-葡萄糖醛酸苷,Oroxyloside A 7-O-glucuronide,C22H20O12,黄酮苷类,[M+H]+,[M-H]-,477.1027,301.0709,475.0871,299.0553
TCM-SM-MS DB,黄芩,083芩百清肺浓缩丸有效成分黄芩...p2、Mmp2表达影响研究_徐明杭,黄芩黄酮I,Scutellarein flavone I,C15H10O6,黄酮苷元类,[M+H]+,[M-H]-,287.055,269.0444、241.0495,285.0394,267.0288
TCM-SM-MS DB,黄芩,083芩百清肺浓缩丸有效成分黄芩...p2、Mmp2表达影响研究_徐明杭,黄芩黄酮II,Scutellarein flavone II,C15H10O6,黄酮苷元类,[M+H]+,[M-H]-,287.055,269.0444、241.0495,285.0394,267.0288
TCM-SM-MS DB,黄芩,083芩百清肺浓缩丸有效成分黄芩...p2、Mmp2表达影响研究_徐明杭,大黄酚,Chrysophanol,C15H10O4,蒽醌类,[M+H]+,[M-H]-,255.0651,227.0700、199.0750,253.0495,225.0544
TCM-SM-MS DB,黄芩,083芩百清肺浓缩丸有效成分黄芩...p2、Mmp2表达影响研究_徐明杭,大黄素甲醚,Physcion,C16H12O5,蒽醌类,[M+H]+,[M-H]-,285.0757,270.0528、242.0579,283.0601,268.0372
TCM-SM-MS DB,黄芩,083芩百清肺浓缩丸有效成分黄芩...p2、Mmp2表达影响研究_徐明杭,千层纸素A,Oroxylin A,C16H12O5,黄酮苷元类,[M+H]+,[M-H]-,285.0755,270.0525、252.0418,283.0609,178.0337
TCM-SM-MS DB,黄芩,083芩百清肺浓缩丸有效成分黄芩...p2、Mmp2表达影响研究_徐明杭,白杨素,Chrysin,C15H10O4,黄酮苷元类,[M+H]+,[M-H]-,255.0651,237.0545、209.0596,253.0495,209.0596
TCM-SM-MS DB,黄芩,083芩百清肺浓缩丸有效成分黄芩...p2、Mmp2表达影响研究_徐明杭,去甲汉黄芩素,Norwogonin,C15H10O5,黄酮苷元类,[M+H]+,[M-H]-,271.0601,253.0495、225.0537,269.0444,225.0537
TCM-SM-MS DB,黄芩,084清金益气颗粒药代动力学研究_李国通,白杨素-6-C-α-L-阿拉伯糖-8-C-β-D-葡萄糖苷,Chrysin-6-C-α-L-arabinoside-8-C-β-D-glucoside,C26H28O13,黄酮类,,[M-H]-,,,547.1443,457.1252
TCM-SM-MS DB,黄芩,084清金益气颗粒药代动力学研究_李国通,白杨素-6-C-β-L-阿拉伯糖-8-C-β-D-葡萄糖苷,Chrysin-6-C-β-L-arabinoside-8-C-β-D-glucoside,C26H28O13,黄酮类,,[M-H]-,,,547.1443,457.1151
TCM-SM-MS DB,黄芩,084清金益气颗粒药代动力学研究_李国通,白杨素-6-C-β-D-阿拉伯糖-8-C-α-L-葡萄糖苷,Chrysin-6-C-β-D-arabinoside-8-C-α-L-glucoside,C26H28O13,黄酮类,,[M-H]-,,,547.1443,457.1151
TCM-SM-MS DB,黄芩,084清金益气颗粒药代动力学研究_李国通,白杨素-6-C-β-D-阿拉伯糖-8-C-β-L-葡萄糖苷,Chrysin-6-C-β-D-arabinoside-8-C-β-L-glucoside,C26H28O13,黄酮类,,[M-H]-,,,547.1443,457.1107
TCM-SM-MS DB,黄芩,084清金益气颗粒药代动力学研究_李国通,野黄芩苷,Scutellarin,C21H18O12,黄酮类,,[M-H]-,,,461.0724,285.0376
TCM-SM-MS DB,黄芩,084清金益气颗粒药代动力学研究_李国通,野黄芩苷甲酯异构体,Scutellarin methyl ester isomer,C22H20O12,黄酮类,,[M-H]-,,,475.0887,299.0581
TCM-SM-MS DB,黄芩,084清金益气颗粒药代动力学研究_李国通,野黄芩苷甲酯,Scutellarin methyl ester,C22H20O12,黄酮类,[M+H]+,,477.1037,299.0546,,
TCM-SM-MS DB,黄芩,084清金益气颗粒药代动力学研究_李国通,黄芩苷,Baicalin,C21H18O11,黄酮类,,[M-H]-,,,445.0774,271.0608
TCM-SM-MS DB,黄芩,084清金益气颗粒药代动力学研究_李国通,黄芩苷异构体,Baicalin isomer,C21H18O11,黄酮类,,[M-H]-,,,445.0775,271.0608
TCM-SM-MS DB,黄芩,084清金益气颗粒药代动力学研究_李国通,汉黄芩苷,Wogonoside,C22H20O11,黄酮类,[M+H]+,,461.1885,283.0636,,
TCM-SM-MS DB,黄芩,084清金益气颗粒药代动力学研究_李国通,汉黄芩苷异构体,Wogonoside isomer,C22H20O11,黄酮类,[M+H]+,,461.1059,283.0602,,
TCM-SM-MS DB,黄芩,084清金益气颗粒药代动力学研究_李国通,野黄芩苷异构体,Scutellarin isomer,C21H18O12,黄酮类,,[M-H]-,,,463.1248,285.0791
TCM-SM-MS DB,黄芩,084清金益气颗粒药代动力学研究_李国通,柚皮素,Naringenin,C15H12O5,黄酮类,[M+H]+,,271.0602,197.8074,,
TCM-SM-MS DB,黄芩,084清金益气颗粒药代动力学研究_李国通,黄芩素,Baicalein,C15H10O5,黄酮类,[M+H]+,,271.0608,269.0447,,
TCM-SM-MS DB,黄芩,084清金益气颗粒药代动力学研究_李国通,黄芩素异构体,Baicalein isomer,C15H10O5,黄酮类,[M+H]+,,271.0574,269.0447,,
TCM-SM-MS DB,黄芩,084清金益气颗粒药代动力学研究_李国通,4′-羟基汉黄芩素,4'-Hydroxywogonin,C16H12O6,黄酮类,[M+H]+,,301.0723,299.0581,,
TCM-SM-MS DB,黄芩,084清金益气颗粒药代动力学研究_李国通,4′-羟基汉黄芩素异构体,4'-Hydroxywogonin isomer,C16H12O6,黄酮类,[M+H]+,,301.0723,299.0581,,
TCM-SM-MS DB,黄芩,084清金益气颗粒药代动力学研究_李国通,汉黄芩素,Wogonin,C16H12O5,黄酮类,[M+H]+,,285.077,283.0602,,
TCM-SM-MS DB,黄芩,084清金益气颗粒药代动力学研究_李国通,汉黄芩素异构体,Wogonin isomer,C16H12O5,黄酮类,[M+H]+,,285.077,283.0602,,
TCM-SM-MS DB,黄芩,084清金益气颗粒药代动力学研究_李国通,毛蕊花糖苷,Verbascoside,C29H36O15,苯丙素苷类,,[M-H]-,,,623.196,461.1647
TCM-SM-MS DB,黄芩,084清金益气颗粒药代动力学研究_李国通,异麦角甾苷,Isoacteoside,C29H36O15,苯丙素苷类,,[M-H]-,,,625.2221,461.0724
TCM-SM-MS DB,黄芩,084清金益气颗粒药代动力学研究_李国通,安格洛苷C,Angoroside C,C36H48O19,苯丙素苷类,,[M-H]-,,,783.2724,609.1829
TCM-SM-MS DB,黄芩,084清金益气颗粒药代动力学研究_李国通,安格洛苷C异构体,Angoroside C isomer,C36H48O19,苯丙素苷类,,[M-H]-,,,783.2724,609.1778
TCM-SM-MS DB,黄芩,084清金益气颗粒药代动力学研究_李国通,角胡麻苷D,Martynoside D,C31H40O15,苯丙素苷类,,[M-H]-,,,653.2466,475.178
TCM-SM-MS DB,黄芩,085清血解毒合剂抗变应性接触性...药效物质基础及作用机制研究_许静,黄芩苷,Baicalin,C21H18O11,黄酮苷,[M+H]+,[M-H]-,447.0895,271.06,445.0758,269.0433
TCM-SM-MS DB,黄芩,085清血解毒合剂抗变应性接触性...药效物质基础及作用机制研究_许静,黄芩素,Baicalein,C15H10O5,黄酮苷元,[M+H]+,[M-H]-,271.0612,253.05,269.052,225.07
TCM-SM-MS DB,黄芩,085清血解毒合剂抗变应性接触性...药效物质基础及作用机制研究_许静,汉黄芩素,Wogonin,C16H12O5,黄酮苷元,[M+H]+,[M-H]-,285.0706,268.03,283.0615,268.0306
TCM-SM-MS DB,黄芩,085清血解毒合剂抗变应性接触性...药效物质基础及作用机制研究_许静,芹菜素-7-O-葡萄糖醛酸苷,Apigenin-7-O-glucuronide,C21H18O11,黄酮苷,[M+H]+,[M-H]-,447.093,271.06,445.077,269.0433
TCM-SM-MS DB,黄芩,085清血解毒合剂抗变应性接触性...药效物质基础及作用机制研究_许静,染料木苷,Genistin,C21H20O10,黄酮苷,[M+H]+,[M-H]-,433.1054,271.06,431.0895,269.0433
TCM-SM-MS DB,黄芩,085清血解毒合剂抗变应性接触性...药效物质基础及作用机制研究_许静,芒柄花苷,Formononetin-7-O-glucoside,C22H22O9,黄酮苷,[M+H]+,[M-H]-,431.1296,269.08,429.1139,267.0657
TCM-SM-MS DB,黄芩,085清血解毒合剂抗变应性接触性...药效物质基础及作用机制研究_许静,山奈酚,Kaempferol,C15H10O6,黄酮苷元,[M+H]+,[M-H]-,287.0548,153.03,285.0424,241.0148
TCM-SM-MS DB,黄芩,085清血解毒合剂抗变应性接触性...药效物质基础及作用机制研究_许静,异鼠李素,Isorhamnetin,C16H12O7,黄酮苷元,[M+H]+,[M-H]-,317.0665,302.04,315.0537,300.0309
TCM-SM-MS DB,黄芩,085清血解毒合剂抗变应性接触性...药效物质基础及作用机制研究_许静,大豆苷元,Daidzein,C15H10O4,黄酮苷元,[M+H]+,[M-H]-,255.0646,137.04,253.048,151.0032
TCM-SM-MS DB,黄芩,085清血解毒合剂抗变应性接触性...药效物质基础及作用机制研究_许静,刺槐素,Acacetin,C16H12O5,黄酮苷元,[M+H]+,[M-H]-,285.0755,270.04,283.0615,268.0306
TCM-SM-MS DB,黄芩,085清血解毒合剂抗变应性接触性...药效物质基础及作用机制研究_许静,黄豆黄苷,Glycitin,C22H22O10,黄酮苷,[M+H]+,[M-H]-,447.1264,285.08,445.1107,283.0651
TCM-SM-MS DB,黄芩,085清血解毒合剂抗变应性接触性...药效物质基础及作用机制研究_许静,金丝桃苷,Hyperin,C21H20O12,黄酮苷,[M+H]+,[M-H]-,465.0953,303.03,463.0796,301.0147
TCM-SM-MS DB,黄芩,085清血解毒合剂抗变应性接触性...药效物质基础及作用机制研究_许静,木犀草素,Luteolin,C15H10O6,黄酮苷元,[M+H]+,[M-H]-,287.2034,153.03,285.0424,241.0148
TCM-SM-MS DB,黄芩,085清血解毒合剂抗变应性接触性...药效物质基础及作用机制研究_许静,高车前素,Hispidulin,C16H12O6,黄酮苷元,[M+H]+,[M-H]-,301.0702,286.03,299.0592,284.0364
TCM-SM-MS DB,黄芩,085清血解毒合剂抗变应性接触性...药效物质基础及作用机制研究_许静,槲皮素,Quercetin,C15H10O7,黄酮苷元,[M+H]+,[M-H]-,303.0474,137.04,301.0348,273.0305
TCM-SM-MS DB,黄芩,085清血解毒合剂抗变应性接触性...药效物质基础及作用机制研究_许静,山奈素,Kaempferide,C16H12O6,黄酮苷元,[M+H]+,[M-H]-,301.0701,286.06,299.0592,284.0364
TCM-SM-MS DB,黄芩,085清血解毒合剂抗变应性接触性...药效物质基础及作用机制研究_许静,芹菜素,Apigenin,C15H10O5,黄酮苷元,[M+H]+,[M-H]-,269.0432,225.07,267.0653,223.0241
